area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,servicesAvailed_years,day_rate,eve_rate,night_rate,intl_rate
415,0,0,0,222.4,102,185.8,89,237.7,81,12.0,8,2,0,8.0,0.1700089928057554,0.08498385360602798,0.04501472444257467,0.27
415,0,0,0,69.4,79,190.8,109,219.9,102,8.9,5,0,0,8.0,0.17002881844380402,0.08501048218029349,0.045020463847203276,0.2696629213483146
408,1,1,21,156.5,122,209.2,125,158.7,81,11.1,3,4,1,10.0,0.17003194888178913,0.08499043977055451,0.04499054820415879,0.2702702702702703
415,0,0,0,61.2,111,92.3,88,197.4,114,13.7,3,5,1,9.0,0.16993464052287582,0.08504875406283857,0.044984802431610946,0.27007299270072993
408,1,0,0,245.2,112,101.5,101,152.3,116,10.7,5,0,0,11.0,0.1699836867862969,0.08502463054187193,0.044977019041365716,0.27009345794392525
408,0,0,0,102.3,100,135.2,104,199.7,93,15.7,10,3,0,10.0,0.16999022482893453,0.08498520710059172,0.04501752628943415,0.270063694267516
415,0,1,36,230.9,92,167.6,121,270.0,87,7.6,4,3,0,4.0,0.16998700736249459,0.08502386634844869,0.045,0.26973684210526316
510,1,0,0,227.4,105,211.5,120,258.2,113,11.9,3,0,0,7.0,0.1700087950747581,0.08501182033096927,0.04500387296669248,0.26974789915966385
510,0,0,0,192.8,68,158.0,86,235.5,105,12.7,6,1,0,5.0,0.1700207468879668,0.08499999999999999,0.04501061571125265,0.27007874015748035
408,0,0,0,162.6,98,206.2,109,141.6,66,8.2,2,1,0,12.0,0.16998769987699877,0.0850145489815713,0.04498587570621469,0.26951219512195124
510,0,1,38,219.4,92,180.5,73,104.1,91,11.0,1,2,0,9.0,0.17000911577028258,0.08498614958448754,0.044956772334293946,0.27
415,0,0,0,137.2,111,165.9,119,182.3,72,14.3,4,1,0,5.0,0.16997084548104957,0.08499095840867993,0.04498080087767416,0.2699300699300699
415,0,0,0,87.7,103,278.2,97,170.6,93,10.5,10,1,0,13.0,0.17001140250855187,0.08501078360891445,0.045017584994138334,0.2704761904761905
415,0,0,0,271.1,80,172.0,133,169.2,105,10.3,5,1,0,8.0,0.1700110660272962,0.08499999999999999,0.04497635933806147,0.2699029126213592
408,0,0,0,103.4,94,189.3,125,227.2,125,14.4,3,1,0,9.0,0.17001934235976787,0.0849973586899102,0.044982394366197186,0.2701388888888889
408,0,0,0,52.2,106,220.1,113,112.3,95,11.4,2,2,0,9.0,0.16992337164750956,0.08500681508405271,0.044968833481745324,0.27017543859649124
415,0,0,0,165.4,106,273.7,109,210.0,93,8.7,3,0,1,19.0,0.17001209189842806,0.08498355864084765,0.045,0.2701149425287357
408,0,0,0,147.5,110,191.7,97,135.0,68,16.4,3,2,0,6.0,0.17003389830508472,0.08497652582159625,0.045037037037037035,0.2701219512195122
415,0,0,0,217.8,93,214.7,95,228.7,70,11.3,7,0,0,7.0,0.17001836547291094,0.08500232883092688,0.044993441189331,0.26991150442477874
415,0,0,0,235.7,79,136.9,85,220.9,97,13.3,10,1,0,14.0,0.17000424268137465,0.08502556610664719,0.044997736532367584,0.2699248120300752
510,0,1,22,204.5,92,139.6,121,205.0,103,8.6,5,2,0,10.0,0.17002444987775062,0.08502865329512893,0.045024390243902444,0.2697674418604651
408,0,0,0,178.4,143,247.0,123,259.9,105,9.6,2,0,0,9.0,0.17001121076233183,0.08502024291497975,0.04501731435167372,0.26979166666666665
415,0,1,32,130.1,68,247.2,77,289.4,87,13.5,5,2,0,4.0,0.17002305918524213,0.08499190938511328,0.04498963372494817,0.27037037037037037
415,0,1,34,103.7,100,236.3,78,256.6,102,14.8,4,2,0,7.0,0.1700096432015429,0.08501904358865849,0.04501169134840218,0.27027027027027023
415,0,0,0,239.9,91,177.1,104,217.2,118,5.9,3,2,0,11.0,0.16998749478949562,0.0849802371541502,0.04498158379373849,0.2694915254237288
408,0,0,0,148.4,110,267.1,90,151.5,101,8.9,4,0,0,6.0,0.1700134770889488,0.08498689629352302,0.04501650165016502,0.2696629213483146
408,0,0,0,148.6,106,210.8,65,203.7,86,10.0,2,2,0,7.0,0.16998654104979813,0.08500948766603415,0.04501718213058419,0.27
415,0,0,0,191.1,69,129.2,113,207.5,117,12.9,1,0,0,3.0,0.17001569858712717,0.08498452012383902,0.04501204819277108,0.2697674418604651
415,0,1,39,218.5,76,112.7,94,205.1,121,7.3,4,1,0,13.0,0.1700228832951945,0.08500443655723158,0.045002437835202344,0.26986301369863014
510,0,0,0,97.5,95,195.8,82,288.8,78,0.0,0,1,0,11.0,0.17005128205128203,0.08498467824310521,0.045013850415512466,0.0
415,0,0,0,128.7,126,117.6,94,198.4,132,10.8,5,0,0,10.0,0.17000777000777,0.08503401360544217,0.045010080645161286,0.27037037037037037
415,0,1,38,236.6,69,197.5,68,209.5,102,9.5,10,2,0,7.0,0.16999154691462384,0.08501265822784809,0.04501193317422434,0.27052631578947367
415,0,0,0,85.9,113,226.7,91,279.6,110,15.6,16,0,0,8.0,0.169965075669383,0.08500220555800618,0.04499284692417739,0.26987179487179486
415,0,1,27,141.2,96,167.7,94,274.4,101,11.4,2,1,0,9.0,0.16997167138810199,0.08497316636851521,0.04500728862973761,0.27017543859649124
415,0,1,31,194.4,104,176.0,84,230.1,110,11.5,3,0,0,6.0,0.1700102880658436,0.085,0.044980443285528034,0.27043478260869563
415,0,0,0,167.6,100,154.5,90,281.4,107,17.3,3,2,0,9.0,0.16998806682577566,0.08498381877022654,0.04498933901918977,0.2699421965317919
408,0,0,0,234.5,134,164.2,94,191.4,72,6.1,4,1,0,15.0,0.17002132196162045,0.08501827040194886,0.04498432601880877,0.27049180327868855
510,0,0,0,154.2,78,196.7,85,253.5,97,10.1,9,1,0,5.0,0.16997405966277562,0.08500254194204372,0.045009861932938856,0.2702970297029703
415,0,1,14,143.2,99,169.9,91,221.6,77,11.6,1,1,0,11.0,0.16997206703910617,0.08499117127722189,0.04499097472924188,0.26982758620689656
415,1,1,40,216.4,80,249.7,90,185.9,99,12.7,4,1,0,10.0,0.17000924214417745,0.08498197837404886,0.0450242065626681,0.27007874015748035
510,0,1,35,161.9,85,151.2,82,191.0,131,8.5,2,1,0,3.0,0.16998147004323655,0.08498677248677249,0.044973821989528796,0.27058823529411763
408,0,0,0,118.7,90,205.1,57,172.2,100,10.4,6,3,0,8.0,0.1700084245998315,0.08498293515358361,0.04500580720092916,0.2701923076923077
408,0,0,0,179.1,123,196.6,132,186.7,116,10.2,10,1,0,8.0,0.17001675041876047,0.08499491353001018,0.044991965720407076,0.26960784313725494
415,0,0,0,147.9,97,209.3,99,162.1,80,8.8,5,2,0,9.0,0.16997971602434075,0.0849976110845676,0.04497223935842073,0.27045454545454545
415,0,1,38,209.2,110,116.6,73,109.6,105,16.5,4,2,0,12.0,0.16998087954110902,0.08499142367066896,0.04498175182481752,0.2703030303030303
415,0,1,29,244.3,140,322.3,89,166.8,83,10.6,6,0,0,10.0,0.16999590667212444,0.08501396214706794,0.04502398081534772,0.269811320754717
415,0,1,34,175.3,96,262.3,122,143.9,76,5.6,11,1,0,8.0,0.1699942954934398,0.08501715592832634,0.04503127171646977,0.2696428571428572
510,0,0,0,150.5,92,120.3,95,271.2,96,9.0,2,1,0,7.0,0.17003322259136214,0.08503740648379053,0.04498525073746312,0.27
415,0,1,25,197.4,73,295.7,113,211.7,73,13.2,2,0,0,6.0,0.17001013171225937,0.08498478187352046,0.045016532829475674,0.2696969696969697
510,0,0,0,163.5,136,143.7,111,253.4,82,12.6,5,1,0,8.0,0.17003058103975535,0.08496868475991651,0.04498816101026046,0.2698412698412698
415,0,0,0,236.9,93,197.7,113,309.1,78,11.4,7,2,1,7.0,0.16998733642887295,0.08497723823975721,0.04500161759948237,0.27017543859649124
415,0,0,0,82.3,77,167.2,80,194.7,70,7.2,4,1,0,7.0,0.16998784933171326,0.08498803827751197,0.04499229583975347,0.26944444444444443
415,0,0,0,216.0,111,153.7,115,227.0,74,12.7,4,1,0,11.0,0.16999999999999998,0.08497072218607678,0.045022026431718064,0.27007874015748035
415,1,0,0,180.0,119,198.8,126,217.1,70,12.4,3,1,0,10.0,0.17,0.08501006036217303,0.04500230308613542,0.2701612903225806
415,0,0,0,143.7,55,173.1,108,239.1,95,5.8,6,1,0,6.0,0.1700069589422408,0.08497978047371463,0.04500209117524048,0.27068965517241383
415,0,1,39,198.2,107,280.4,132,129.6,73,11.3,7,1,0,6.0,0.16997981836528758,0.08498573466476463,0.04498456790123457,0.26991150442477874
415,0,1,29,185.6,106,219.7,113,152.1,120,11.1,5,2,0,8.0,0.16998922413793105,0.08497951752389624,0.04497041420118343,0.2702702702702703
408,0,0,0,137.6,108,162.0,80,187.7,126,5.8,10,3,0,2.0,0.16998546511627907,0.08499999999999999,0.04501864677677144,0.27068965517241383
415,1,0,0,273.9,119,278.6,103,255.3,90,10.9,7,1,1,9.0,0.16998904709748086,0.08499641062455132,0.045005875440658046,0.2697247706422018
415,0,1,31,125.3,92,141.2,108,168.2,68,6.3,2,3,0,8.0,0.16999201915403034,0.08498583569405099,0.04500594530321047,0.2698412698412698
415,0,0,0,178.8,102,167.9,84,178.9,65,8.6,4,3,0,7.0,0.17002237136465323,0.08499106611078022,0.04499720514253773,0.2697674418604651
510,0,1,49,214.9,86,198.2,89,170.8,139,8.2,5,0,0,5.0,0.1699860400186133,0.08501513622603432,0.04502341920374707,0.26951219512195124
408,0,0,0,163.0,93,203.9,102,159.0,109,15.1,4,2,0,13.0,0.17,0.08499264345267286,0.0449685534591195,0.27019867549668874
415,0,1,29,163.8,77,134.9,112,79.3,95,8.8,2,2,0,7.0,0.17002442002442003,0.08502594514455152,0.045018915510718786,0.27045454545454545
510,0,0,0,189.5,113,204.9,100,221.7,93,13.4,3,1,0,7.0,0.1700263852242744,0.08501708150317229,0.04501578709968426,0.2701492537313433
415,0,1,26,155.2,110,230.9,133,261.6,100,4.5,4,0,0,10.0,0.16997422680412372,0.08501515807708965,0.044992354740061156,0.2711111111111111
510,1,0,0,242.3,102,350.9,102,163.1,93,11.3,3,0,1,8.0,0.16999587288485346,0.08500997435166714,0.045003065603923975,0.26991150442477874
415,1,1,44,254.1,127,180.2,108,196.2,129,8.7,4,3,0,10.0,0.17001180637544275,0.08501664816870146,0.04500509683995923,0.2701149425287357
510,0,1,33,112.0,90,208.0,112,150.3,83,11.3,4,2,0,4.0,0.16999999999999998,0.08499999999999999,0.04497671324018629,0.26991150442477874
408,0,0,0,115.5,73,267.3,83,114.2,90,13.3,5,3,0,9.0,0.17004329004329005,0.08499812944257389,0.04500875656742556,0.2699248120300752
415,0,0,0,137.1,102,210.8,114,191.4,120,11.1,4,1,0,6.0,0.1700218818380744,0.08500948766603415,0.04498432601880877,0.2702702702702703
415,0,0,0,198.4,113,235.9,144,325.6,99,10.1,3,0,0,8.0,0.17001008064516127,0.08499364137346334,0.044993857493857495,0.2702970297029703
415,0,1,19,132.7,94,204.6,101,154.7,78,12.9,7,3,0,2.0,0.1700075357950264,0.08499511241446726,0.044990303813833225,0.2697674418604651
408,0,1,25,219.6,99,210.4,99,242.7,88,13.8,8,2,0,14.0,0.16999089253187613,0.08498098859315589,0.0449938195302843,0.2702898550724638
415,0,0,0,169.6,96,234.7,112,285.4,83,11.2,4,0,0,5.0,0.1699882075471698,0.0850021303792075,0.04498948843728101,0.2696428571428572
408,1,0,0,160.4,73,293.9,103,306.6,90,12.6,5,4,0,9.0,0.17001246882793017,0.08499489622320518,0.04500978473581213,0.2698412698412698
415,0,1,20,95.0,89,167.9,92,200.6,79,11.2,2,0,0,7.0,0.16999999999999998,0.08499106611078022,0.04501495513459621,0.2696428571428572
415,0,0,0,160.1,87,256.7,120,270.0,107,7.0,1,2,0,12.0,0.17001873828856964,0.08500194779898715,0.045,0.26999999999999996
415,0,0,0,194.6,114,232.8,106,173.4,92,3.8,2,3,0,8.0,0.1699897225077081,0.08500859106529209,0.04498269896193771,0.2710526315789474
415,0,0,0,236.4,73,287.3,120,192.0,94,13.8,4,1,1,15.0,0.17000846023688662,0.08499825965889314,0.045000000000000005,0.2702898550724638
408,0,0,0,157.1,95,213.1,36,280.4,77,7.6,3,2,0,6.0,0.17001909611712288,0.08498357578601595,0.04500713266761769,0.26973684210526316
415,0,0,0,179.8,125,173.2,86,272.8,97,10.9,4,0,0,6.0,0.1700222469410456,0.08498845265588915,0.04501466275659824,0.2697247706422018
415,1,0,0,148.2,108,161.8,113,259.3,103,11.0,4,0,0,9.0,0.1699730094466937,0.0849814585908529,0.045005784805244885,0.27
415,0,1,39,183.2,103,209.4,111,172.4,109,11.9,6,1,0,6.0,0.16997816593886464,0.08500477554918816,0.04501160092807424,0.26974789915966385
415,0,0,0,119.2,88,168.3,110,204.7,119,12.2,6,4,1,12.0,0.16996644295302013,0.08502673796791443,0.04499267220322424,0.269672131147541
408,0,1,35,224.0,102,192.0,99,163.1,100,9.6,2,0,0,13.0,0.16999999999999998,0.085,0.045003065603923975,0.26979166666666665
510,0,1,21,19.5,149,140.9,109,179.7,111,7.9,1,0,0,12.0,0.17025641025641025,0.08502484031227821,0.04501947690595437,0.26962025316455696
415,0,0,0,184.8,83,248.6,101,133.1,113,9.6,8,1,0,10.0,0.17002164502164502,0.08499597747385358,0.04500375657400451,0.26979166666666665
408,0,0,0,176.3,140,201.0,104,161.9,123,11.3,5,1,0,11.0,0.16999432785025523,0.08502487562189055,0.04502779493514515,0.26991150442477874
415,0,0,0,241.7,115,168.5,133,169.8,122,11.1,2,2,0,6.0,0.1700041373603641,0.08498516320474778,0.04499411071849234,0.2702702702702703
510,0,1,38,224.7,121,294.0,131,290.0,61,9.8,6,0,0,8.0,0.17000445037828218,0.08499999999999999,0.045000000000000005,0.2704081632653061
510,0,0,0,207.3,115,198.4,82,114.1,83,8.6,4,1,0,12.0,0.16999517607332368,0.08497983870967742,0.04496056091148116,0.2697674418604651
408,0,0,0,196.8,81,168.0,110,132.6,98,12.7,7,2,0,2.0,0.17002032520325203,0.08499999999999999,0.04502262443438914,0.27007874015748035
510,0,0,0,110.9,74,115.6,90,190.5,114,15.8,9,1,0,11.0,0.16997294860234446,0.08503460207612457,0.04498687664041995,0.27025316455696197
510,0,0,0,122.5,145,273.3,103,197.8,71,8.0,3,2,0,13.0,0.1700408163265306,0.0849981705085986,0.04499494438827098,0.27
510,0,0,0,226.9,144,201.6,122,130.2,121,13.2,5,2,0,7.0,0.16998677831643896,0.08501984126984127,0.04500768049155147,0.2696969696969697
510,0,0,0,187.0,65,141.4,128,238.2,108,10.0,8,2,0,11.0,0.16999999999999998,0.085007072135785,0.045004198152812765,0.27
415,0,0,0,170.5,113,193.2,129,188.0,91,11.2,6,0,0,9.0,0.17002932551319647,0.08498964803312631,0.045000000000000005,0.2696428571428572
415,0,0,0,204.8,101,161.0,80,285.7,89,9.5,3,0,0,7.0,0.17001953125,0.08503105590062111,0.04501225061253063,0.27052631578947367
415,0,0,0,165.9,114,235.9,97,210.1,120,12.0,5,2,0,6.0,0.16998191681735986,0.08499364137346334,0.044978581627796284,0.27
510,0,0,0,154.0,133,198.9,121,151.9,100,9.5,3,4,1,6.0,0.16999999999999998,0.08501759678230267,0.04502962475312706,0.27052631578947367
510,0,1,29,158.1,104,322.2,81,210.0,96,8.9,6,1,0,5.0,0.1700189753320683,0.08500931098696463,0.045,0.2696629213483146
415,0,0,0,225.2,93,215.1,120,241.8,95,9.1,2,2,0,6.0,0.1699822380106572,0.08498372849837285,0.04499586435070306,0.2703296703296703
408,0,0,0,159.4,79,179.5,88,167.8,71,9.7,2,6,1,10.0,0.17001254705144292,0.08501392757660167,0.04499404052443384,0.2701030927835052
510,0,0,0,172.7,95,139.1,90,174.3,99,11.7,1,2,0,6.0,0.170005790387956,0.08497483824586628,0.044979919678714855,0.2700854700854701
415,0,0,0,222.8,99,175.8,85,202.0,111,11.0,3,3,0,6.0,0.17001795332136446,0.08498293515358361,0.045,0.27
415,1,0,0,214.1,77,240.5,94,188.9,75,10.1,3,1,0,4.0,0.170014012143858,0.08498960498960499,0.044997353096876656,0.2702970297029703
408,0,0,0,54.8,92,173.0,103,195.1,125,7.5,3,1,0,8.0,0.17007299270072995,0.08502890173410405,0.04500256278831368,0.27066666666666667
408,0,0,0,134.0,104,174.5,94,311.1,79,7.3,3,3,0,9.0,0.17,0.08498567335243554,0.04500160720025715,0.26986301369863014
510,0,0,0,184.8,74,175.1,84,158.2,95,10.5,6,1,0,10.0,0.17002164502164502,0.08498001142204455,0.045006321112515804,0.2704761904761905
415,0,1,36,283.1,112,286.2,86,261.7,129,11.3,3,3,0,8.0,0.17001059696220416,0.0850104821802935,0.045013374092472296,0.26991150442477874
510,0,0,0,291.8,143,214.3,134,151.2,119,9.9,2,0,1,14.0,0.17001370801919122,0.08502099860009332,0.04497354497354498,0.26969696969696966
408,0,0,0,222.7,94,105.8,98,214.8,78,13.5,4,1,0,9.0,0.17000449034575663,0.08497164461247637,0.04501862197392923,0.27037037037037037
510,0,0,0,174.5,79,236.8,136,270.4,110,8.5,5,0,0,8.0,0.17002865329512895,0.08500844594594593,0.04500739644970415,0.27058823529411763
408,0,0,0,68.4,86,193.3,110,171.5,139,10.4,4,0,0,11.0,0.17002923976608186,0.0849974133471288,0.04501457725947522,0.2701923076923077
408,0,1,31,273.0,78,215.5,98,104.7,114,9.6,2,1,0,8.0,0.16999999999999998,0.08501160092807425,0.04498567335243553,0.26979166666666665
415,1,0,0,225.3,134,108.2,87,139.6,132,17.3,9,1,1,5.0,0.16999556147359074,0.08502772643253234,0.044985673352435536,0.2699421965317919
415,0,1,23,283.2,130,162.6,74,177.7,104,7.2,6,1,0,15.0,0.1699858757062147,0.08499384993849939,0.045019696117051214,0.26944444444444443
510,1,0,0,131.4,78,219.7,106,155.7,103,11.1,2,1,1,8.0,0.1700152207001522,0.08497951752389624,0.04502247912652537,0.2702702702702703
510,0,1,12,89.7,87,138.6,73,165.8,114,10.7,2,1,0,7.0,0.17001114827201783,0.084992784992785,0.04499396863691194,0.27009345794392525
510,0,0,0,127.1,102,247.7,106,207.7,75,5.0,3,3,0,12.0,0.17002360346184106,0.08498183286233348,0.04501685122773231,0.27
415,0,1,28,105.9,132,231.7,107,281.3,120,10.7,5,1,0,8.0,0.16997167138810199,0.08498057833405266,0.045005332385353716,0.27009345794392525
408,0,0,0,142.3,79,158.0,113,177.5,75,6.0,11,2,0,11.0,0.16999297259311313,0.08499999999999999,0.04501408450704225,0.27
510,0,0,0,191.3,80,138.5,94,246.0,107,6.4,3,2,0,9.0,0.16999477260846838,0.08498194945848375,0.045,0.27031249999999996
408,0,1,36,201.9,93,156.3,75,131.3,92,13.7,5,0,0,11.0,0.1699851411589896,0.08502879078694817,0.04501142421934501,0.27007299270072993
415,0,0,0,247.3,91,182.7,60,143.2,112,14.7,2,3,0,11.0,0.16999595632834613,0.08500273672687465,0.04497206703910615,0.27006802721088435
408,0,1,38,242.2,96,159.7,144,210.0,108,8.9,1,1,0,8.0,0.16998348472336913,0.08497182216656231,0.045,0.2696629213483146
415,1,0,0,127.3,80,222.3,115,173.9,95,13.7,5,5,1,16.0,0.16999214454045564,0.08502024291497974,0.04502587694077056,0.27007299270072993
408,0,0,0,162.0,104,241.2,120,210.4,83,10.9,7,1,0,16.0,0.16999999999999998,0.08499170812603649,0.045009505703422055,0.2697247706422018
415,0,1,33,179.1,93,238.3,102,165.7,96,10.6,1,2,0,8.0,0.17001675041876047,0.08501888375996643,0.04502112251056126,0.269811320754717
415,0,1,31,197.4,125,123.4,110,115.6,101,12.3,4,3,0,9.0,0.17001013171225937,0.08500810372771475,0.04498269896193772,0.26991869918699185
415,0,0,0,148.2,82,308.7,67,235.4,79,6.4,4,2,0,7.0,0.1699730094466937,0.08500161969549724,0.04498725573491928,0.27031249999999996
415,0,0,0,193.1,85,172.1,105,129.6,119,10.2,1,0,0,6.0,0.17001553599171412,0.08500871586287043,0.04498456790123457,0.26960784313725494
408,0,0,0,171.7,99,174.8,87,189.6,130,7.8,6,1,0,8.0,0.17000582411182297,0.08501144164759725,0.044989451476793244,0.2705128205128205
408,0,1,35,198.5,123,270.6,74,209.9,130,8.1,10,1,0,1.0,0.17002518891687657,0.08499630450849963,0.0450214387803716,0.27037037037037037
415,0,1,24,121.7,87,184.0,76,266.6,98,12.7,3,1,0,5.0,0.17000821692686935,0.085,0.0450112528132033,0.27007874015748035
415,0,0,0,130.2,105,278.0,60,305.4,74,14.0,6,2,0,7.0,0.16996927803379416,0.08499999999999999,0.044990176817288806,0.26999999999999996
510,0,0,0,203.4,96,168.6,61,173.0,105,13.7,3,2,0,8.0,0.17000983284169124,0.08499406880189798,0.045028901734104045,0.27007299270072993
415,0,0,0,174.7,83,280.8,122,171.7,80,10.5,8,5,0,1.0,0.1700057240984545,0.0850071225071225,0.04502038439138032,0.2704761904761905
510,1,0,0,241.0,120,231.8,96,220.2,67,9.9,1,1,1,6.0,0.16999999999999998,0.08498705780845556,0.04500454132606722,0.26969696969696966
415,0,0,0,141.7,95,221.0,100,227.1,71,10.2,3,0,0,8.0,0.17000705716302048,0.08502262443438914,0.04500220167327169,0.26960784313725494
408,0,0,0,134.8,96,167.2,78,161.5,123,7.7,5,2,0,7.0,0.17002967359050444,0.08498803827751197,0.04501547987616099,0.2701298701298701
415,0,0,0,163.1,119,249.4,51,168.2,77,9.0,10,1,0,10.0,0.17001839362354385,0.08500400962309543,0.04500594530321047,0.27
408,0,0,0,145.5,116,228.4,110,273.4,91,8.9,8,1,0,5.0,0.17003436426116839,0.08498248686514887,0.04498902706656913,0.2696629213483146
510,0,0,0,329.8,73,208.3,120,267.1,102,10.6,6,0,1,7.0,0.17001212856276532,0.08502160345655305,0.04500187195806813,0.269811320754717
510,0,0,0,194.5,97,186.3,131,178.3,106,12.7,1,2,0,9.0,0.17002570694087404,0.08502415458937197,0.04498037016264722,0.27007874015748035
510,0,0,0,131.9,93,272.7,106,192.8,105,7.1,4,1,0,9.0,0.16997725549658832,0.085001833516685,0.0450207468879668,0.27042253521126763
408,0,1,29,150.0,91,159.4,75,228.1,55,8.5,3,1,0,8.0,0.17,0.08500627352572146,0.04498027181060938,0.27058823529411763
415,0,1,30,196.6,93,241.4,140,226.0,118,12.9,4,2,0,4.0,0.16998982706002036,0.08500414250207125,0.045,0.2697674418604651
510,0,0,0,99.7,107,145.1,96,149.4,99,14.1,4,2,0,10.0,0.1700100300902708,0.08497587870434184,0.044979919678714855,0.2702127659574468
415,0,0,0,143.6,88,141.8,86,194.0,83,10.8,5,3,0,6.0,0.16998607242339833,0.08497884344146685,0.045000000000000005,0.27037037037037037
408,0,1,40,231.9,56,211.8,91,268.5,74,12.3,3,2,0,14.0,0.16998706338939198,0.08498583569405099,0.04499068901303538,0.26991869918699185
415,0,0,0,37.8,80,155.3,105,175.0,111,14.2,5,3,0,8.0,0.17010582010582012,0.08499678042498389,0.045028571428571425,0.26971830985915496
415,0,0,0,72.8,107,186.4,103,175.3,110,10.5,4,3,0,8.0,0.17005494505494506,0.08497854077253218,0.04500855675984027,0.2704761904761905
408,0,1,39,94.8,89,219.1,91,197.4,65,11.4,5,1,0,8.0,0.17004219409282703,0.08498402555910543,0.044984802431610946,0.27017543859649124
415,0,1,15,221.8,143,210.6,115,221.8,109,12.4,9,1,0,14.0,0.1700180342651037,0.08499525166191832,0.044995491433724076,0.2701612903225806
415,0,0,0,269.0,120,233.7,120,179.3,61,7.3,4,2,1,8.0,0.16999999999999998,0.08498074454428756,0.04500836586726157,0.26986301369863014
415,0,0,0,268.3,114,185.5,111,264.6,88,6.3,7,1,1,7.0,0.16999627282892285,0.08501347708894878,0.04501133786848072,0.2698412698412698
415,0,1,27,198.7,127,249.0,105,173.2,124,12.5,5,1,0,10.0,0.17000503271263212,0.08502008032128515,0.044976905311778295,0.2704
415,0,0,0,115.5,75,218.1,111,254.9,98,11.5,7,7,1,8.0,0.17004329004329005,0.08500687757909216,0.04499803844644959,0.27043478260869563
415,0,0,0,202.1,100,195.7,102,291.8,120,13.3,5,2,0,10.0,0.17001484413656606,0.08497700562084824,0.0449965729952022,0.2699248120300752
510,0,0,0,215.6,113,200.6,81,153.8,107,12.4,6,1,0,12.0,0.16999072356215214,0.0849950149551346,0.04499349804941482,0.2701612903225806
408,0,0,0,169.9,107,209.4,121,206.1,79,11.5,2,1,0,11.0,0.16998234255444378,0.08500477554918816,0.044978165938864625,0.27043478260869563
510,0,0,0,201.7,85,169.4,116,286.3,80,6.0,4,0,0,11.0,0.17000495785820527,0.08500590318772137,0.044987775061124696,0.27
408,0,0,0,221.1,133,160.2,140,161.8,84,8.4,3,4,0,11.0,0.17001356852103122,0.0850187265917603,0.0449938195302843,0.2702380952380952
510,0,1,32,218.7,117,115.0,61,192.7,85,9.4,5,2,0,8.0,0.1700045724737083,0.08504347826086955,0.044992215879605606,0.2702127659574468
415,0,0,0,293.7,89,272.5,71,178.2,76,11.0,10,2,1,3.0,0.1700034048348655,0.0849908256880734,0.04500561167227834,0.27
415,0,0,0,120.3,108,240.4,84,216.4,74,7.7,3,4,1,12.0,0.16999168744804655,0.08498336106489185,0.045009242144177446,0.2701298701298701
415,0,1,26,175.8,96,206.6,84,178.0,105,11.1,2,2,0,8.0,0.17002275312855517,0.08499515972894482,0.045,0.2702702702702703
510,0,0,0,278.5,95,240.7,90,120.0,90,11.6,5,1,1,12.0,0.17001795332136446,0.08500207727461571,0.045000000000000005,0.26982758620689656
408,0,1,29,236.3,105,190.8,114,129.0,105,7.2,2,3,0,2.0,0.16999576809140923,0.08501048218029349,0.04503875968992248,0.26944444444444443
415,0,0,0,273.8,113,119.6,156,267.6,117,11.7,3,1,0,4.0,0.17001460920379838,0.08503344481605352,0.044992526158445435,0.2700854700854701
408,0,0,0,131.1,129,160.5,94,206.9,88,5.6,9,5,1,4.0,0.17002288329519452,0.08498442367601246,0.04499758337361044,0.2696428571428572
415,0,1,23,167.4,83,258.6,129,116.4,110,11.2,3,4,0,8.0,0.17001194743130227,0.08499613302397524,0.04501718213058419,0.2696428571428572
408,0,0,0,197.7,68,250.5,53,181.2,67,10.5,3,3,0,8.0,0.17000505816894285,0.08499001996007984,0.04497792494481237,0.2704761904761905
415,0,0,0,169.5,93,230.9,71,269.8,115,9.0,7,2,0,12.0,0.17002949852507374,0.08501515807708965,0.04499629355077835,0.27
415,1,1,17,225.2,116,173.4,88,145.8,99,11.7,4,0,0,12.0,0.1699822380106572,0.08500576701268743,0.04499314128943758,0.2700854700854701
408,0,0,0,174.5,73,213.7,114,164.7,116,10.3,5,4,0,8.0,0.17002865329512895,0.08497894244267666,0.044990892531876145,0.2699029126213592
510,0,0,0,129.7,84,177.5,80,228.9,87,7.5,3,5,1,6.0,0.17000771010023133,0.08501408450704226,0.04499781564001748,0.27066666666666667
415,0,0,0,200.0,66,107.9,104,233.7,82,11.4,2,3,0,8.0,0.17,0.08498609823911028,0.04501497646555413,0.27017543859649124
510,0,1,36,95.9,87,261.6,105,228.6,109,13.3,4,0,0,7.0,0.16996871741397288,0.08501529051987766,0.04501312335958005,0.2699248120300752
510,0,1,25,152.8,110,242.8,67,147.4,74,9.1,2,1,0,3.0,0.1700261780104712,0.08500823723228995,0.044979647218453184,0.2703296703296703
510,0,0,0,129.9,102,208.7,133,231.4,93,14.3,3,1,0,6.0,0.16997690531177828,0.08500239578342117,0.04498703543647364,0.2699300699300699
415,1,0,0,268.4,85,150.6,131,297.9,84,9.7,8,2,1,9.0,0.17000745156482863,0.08499335989375831,0.04501510574018127,0.2701030927835052
